Item_Identifier,Item_Type,Item_Fat_Content,Item_Weight,Item_Visibility,Item_MRP,Outlet_Identifier,Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_City,Item_Outlet_Sales
FDG56,Fruits and Vegetables,Regular,13.3,0.071856726,63.2536,OUT017,2007,,Tier 2,Ahmedabad,1347.5792
FDN16,Frozen Foods,Regular,12.6,0.063054947,102.399,OUT017,2007,,Tier 2,Ahmedabad,2270.378
FDE36,Baking Goods,Regular,5.26,0.042008667,162.6868,OUT017,2007,,Tier 2,Ahmedabad,3767.0964
FDI02,Canned,Regular,15.7,0.11521312,112.0202,OUT017,2007,,Tier 2,Ahmedabad,3150.5656
FDV48,Baking Goods,Regular,9.195,0.051908824,78.1644,OUT017,2007,,Tier 2,Ahmedabad,1414.1592
FDM15,Meat,Regular,11.8,0.057746382,152.4366,OUT017,2007,,Tier 2,Ahmedabad,3929.5516
FDD41,Frozen Foods,Regular,6.765,0.087753682,105.3306,OUT017,2007,,Tier 2,Ahmedabad,2090.612
FDW51,Meat,Regular,6.155,0.095195306,213.956,OUT017,2007,,Tier 2,Ahmedabad,2343.616
FDH40,Frozen Foods,Regular,11.6,0.079376029,81.7276,OUT017,2007,,Tier 2,Ahmedabad,1949.4624
FDQ49,Breakfast,Regular,20.2,0.039469737,155.163,OUT017,2007,,Tier 2,Ahmedabad,782.315
DRC01,Soft Drinks,Regular,5.92,0.019308607,49.0692,OUT017,2007,,Tier 2,Ahmedabad,1478.076
FDV10,Snack Foods,Regular,7.645,0.067083367,44.0112,OUT017,2007,,Tier 2,Ahmedabad,596.5568
FDK26,Canned,Regular,5.46,0.032359413,187.424,OUT017,2007,,Tier 2,Ahmedabad,3169.208
FDY11,Baking Goods,Regular,6.71,0.029727657,66.6142,OUT017,2007,,Tier 2,Ahmedabad,1120.5414
FDJ27,Meat,Regular,17.7,0.122565413,103.8674,OUT017,2007,,Tier 2,Ahmedabad,1528.011
FDC21,Fruits and Vegetables,Regular,14.6,0.043201813,110.1254,OUT017,2007,,Tier 2,Ahmedabad,1844.9318
FDA28,Frozen Foods,Regular,16.1,0.04807227,126.5362,OUT017,2007,,Tier 2,Ahmedabad,1761.7068
FDQ40,Frozen Foods,Regular,11.1,0.03623131,175.0712,OUT017,2007,,Tier 2,Ahmedabad,3339.6528
FDX49,Canned,Regular,4.615,0.102407778,234.33,OUT017,2007,,Tier 2,Ahmedabad,3961.51
FDU24,Baking Goods,Regular,6.78,0.140955857,92.212,OUT017,2007,,Tier 2,Ahmedabad,4101.328
FDZ47,Baking Goods,Regular,20.7,0.0,98.7042,OUT017,2007,,Tier 2,Ahmedabad,1884.8798
FDF56,Fruits and Vegetables,Regular,16.7,0.120137953,181.2976,OUT017,2007,,Tier 2,Ahmedabad,3078.6592
FDZ35,Breads,Regular,9.6,0.022404493,102.499,OUT017,2007,,Tier 2,Ahmedabad,2579.975
FDS28,Frozen Foods,Regular,8.18,0.082867689,58.5588,OUT017,2007,,Tier 2,Ahmedabad,171.7764
FDA27,Dairy,Regular,20.35,0.031102571,257.2672,OUT017,2007,,Tier 2,Ahmedabad,2045.3376
FDP31,Fruits and Vegetables,Regular,21.1,0.162418495,64.9168,OUT017,2007,,Tier 2,Ahmedabad,639.168
FDQ08,Fruits and Vegetables,Regular,15.7,0.01903743,60.5536,OUT017,2007,,Tier 2,Ahmedabad,490.0288
FDW39,Meat,Regular,6.69,0.0,176.937,OUT017,2007,,Tier 2,Ahmedabad,4234.488
FDZ13,Canned,Regular,7.84,0.154363209,50.835,OUT017,2007,,Tier 2,Ahmedabad,599.22
FDS16,Frozen Foods,Regular,15.15,0.066551268,144.676,OUT017,2007,,Tier 2,Ahmedabad,3954.852
FDD44,Fruits and Vegetables,Regular,8.05,0.07884393,257.0646,OUT017,2007,,Tier 2,Ahmedabad,8760.5964
FDO45,Snack Foods,Regular,13.15,0.038167453,89.4856,OUT017,2007,,Tier 2,Ahmedabad,1230.3984
FDU20,Fruits and Vegetables,Regular,19.35,0.021578923,120.5098,OUT017,2007,,Tier 2,Ahmedabad,1807.647
FDT07,Fruits and Vegetables,Regular,5.82,0.077756427,254.533,OUT017,2007,,Tier 2,Ahmedabad,1281.665
FDZ26,Dairy,Regular,11.6,0.144832027,239.8222,OUT017,2007,,Tier 2,Ahmedabad,4063.3774
FDU44,Fruits and Vegetables,Regular,12.15,0.058756205,161.0552,OUT017,2007,,Tier 2,Ahmedabad,3411.5592
FDA35,Baking Goods,Regular,14.85,0.054142088,124.1072,OUT017,2007,,Tier 2,Ahmedabad,1837.608
FDF45,Fruits and Vegetables,Regular,18.2,0.012273747,60.0904,OUT017,2007,,Tier 2,Ahmedabad,1113.2176
FDL13,Breakfast,Regular,13.85,0.056637129,233.83,OUT017,2007,,Tier 2,Ahmedabad,2796.36
DRC13,Soft Drinks,Regular,8.26,0.032625074,124.673,OUT017,2007,,Tier 2,Ahmedabad,1847.595
FDB35,Starchy Foods,Regular,12.3,0.064984487,92.5804,OUT017,2007,,Tier 2,Ahmedabad,2297.01
FDN34,Snack Foods,Regular,15.6,0.046023105,169.2132,OUT017,2007,,Tier 2,Ahmedabad,2536.698
FDI12,Baking Goods,Regular,9.395,0.100966837,86.8856,OUT017,2007,,Tier 2,Ahmedabad,2548.6824
FDO52,Frozen Foods,Regular,11.6,0.07760107,171.0106,OUT017,2007,,Tier 2,Ahmedabad,3079.9908
FDG12,Baking Goods,Regular,6.635,0.00636189,121.1098,OUT017,2007,,Tier 2,Ahmedabad,2651.2156
FDZ57,Snack Foods,Regular,10.0,0.037977917,128.6994,OUT017,2007,,Tier 2,Ahmedabad,642.497
FDI38,Canned,Regular,13.35,0.0,206.9638,OUT017,2007,,Tier 2,Ahmedabad,7247.233
FDR19,Fruits and Vegetables,Regular,13.5,0.160624116,147.0102,OUT017,2007,,Tier 2,Ahmedabad,2770.3938
FDR28,Frozen Foods,Regular,13.85,0.026042966,161.221,OUT017,2007,,Tier 2,Ahmedabad,1794.331
FDZ08,Fruits and Vegetables,Regular,12.5,0.110614538,80.6592,OUT017,2007,,Tier 2,Ahmedabad,1651.184
FDN46,Snack Foods,Regular,7.21,0.0,103.1332,OUT017,2007,,Tier 2,Ahmedabad,3281.0624
FDX04,Frozen Foods,Regular,19.6,0.041806702,48.8376,OUT017,2007,,Tier 2,Ahmedabad,527.3136
FDI53,Frozen Foods,Regular,8.895,0.13842353,163.0236,OUT017,2007,,Tier 2,Ahmedabad,1127.8652
FDV16,Frozen Foods,Regular,7.75,0.083399788,34.5558,OUT017,2007,,Tier 2,Ahmedabad,441.4254
FDT39,Meat,Regular,6.26,0.009923732,152.8366,OUT017,2007,,Tier 2,Ahmedabad,3778.415
FDS46,Snack Foods,Regular,17.6,0.047524635,118.2782,OUT017,2007,,Tier 2,Ahmedabad,715.0692
FDM24,Baking Goods,Regular,6.135,0.079776075,152.8366,OUT017,2007,,Tier 2,Ahmedabad,1964.7758
FDY12,Baking Goods,Regular,9.8,0.141406394,50.0008,OUT017,2007,,Tier 2,Ahmedabad,506.008
FDT11,Breads,Regular,5.94,0.029538509,189.4556,OUT017,2007,,Tier 2,Ahmedabad,1877.556
FDQ36,Baking Goods,Regular,7.855,0.162461219,39.2848,OUT017,2007,,Tier 2,Ahmedabad,857.5504
FDT55,Fruits and Vegetables,Regular,13.6,0.043902087,157.0946,OUT017,2007,,Tier 2,Ahmedabad,5522.811
FDY33,Snack Foods,Regular,14.5,0.097750937,159.7262,OUT017,2007,,Tier 2,Ahmedabad,5728.5432
FDR56,Fruits and Vegetables,Regular,15.5,0.101335811,196.5768,OUT017,2007,,Tier 2,Ahmedabad,3350.3056
FDF21,Fruits and Vegetables,Regular,10.3,0.059160135,191.553,OUT017,2007,,Tier 2,Ahmedabad,6641.355
FDC14,Canned,Regular,14.5,0.041482394,40.0454,OUT017,2007,,Tier 2,Ahmedabad,209.727
FDV44,Fruits and Vegetables,Regular,8.365,0.040069806,190.7188,OUT017,2007,,Tier 2,Ahmedabad,1904.188
FDA08,Fruits and Vegetables,Regular,11.85,0.050368454,163.8526,OUT017,2007,,Tier 2,Ahmedabad,1808.9786
FDP03,Meat,Regular,5.15,0.0,122.9388,OUT017,2007,,Tier 2,Ahmedabad,2105.2596
FDN04,Frozen Foods,Regular,11.8,0.014166739,178.2344,OUT017,2007,,Tier 2,Ahmedabad,2854.9504
FDJ38,Canned,Regular,8.6,0.040432954,191.653,OUT017,2007,,Tier 2,Ahmedabad,3795.06
FDW52,Frozen Foods,Regular,14.0,0.037734782,166.4526,OUT017,2007,,Tier 2,Ahmedabad,4769.1254
FDN56,Fruits and Vegetables,Regular,5.46,0.107662745,143.8786,OUT017,2007,,Tier 2,Ahmedabad,4334.358
FDI08,Fruits and Vegetables,Regular,18.2,0.066672058,248.1092,OUT017,2007,,Tier 2,Ahmedabad,4233.1564
FDO46,Snack Foods,Regular,9.6,0.0,191.0872,OUT017,2007,,Tier 2,Ahmedabad,4349.0056
FDJ44,Fruits and Vegetables,Regular,12.3,0.106928681,173.7396,OUT017,2007,,Tier 2,Ahmedabad,3663.2316
FDC10,Snack Foods,Regular,9.8,0.073289899,120.8098,OUT017,2007,,Tier 2,Ahmedabad,1325.6078
FDR25,Canned,Regular,17.0,0.140311123,265.6884,OUT017,2007,,Tier 2,Ahmedabad,2649.884
DRD01,Soft Drinks,Regular,12.1,0.061521569,55.8614,OUT017,2007,,Tier 2,Ahmedabad,1436.7964
FDB58,Snack Foods,Regular,10.5,0.013572808,143.2154,OUT017,2007,,Tier 2,Ahmedabad,1559.9694
FDI40,Frozen Foods,Regular,11.5,0.126313413,100.6358,OUT017,2007,,Tier 2,Ahmedabad,2010.716
FDH28,Frozen Foods,Regular,15.85,0.110653377,36.9506,OUT017,2007,,Tier 2,Ahmedabad,759.012
FDT12,Baking Goods,Regular,6.215,0.049902382,225.8062,OUT017,2007,,Tier 2,Ahmedabad,3159.8868
FDY04,Frozen Foods,Regular,17.7,0.042716709,163.221,OUT017,2007,,Tier 2,Ahmedabad,1794.331
FDX52,Frozen Foods,Regular,11.5,0.04224015,194.982,OUT017,2007,,Tier 2,Ahmedabad,3089.312
FDT35,Breads,Regular,19.85,0.081916124,167.6816,OUT017,2007,,Tier 2,Ahmedabad,1845.5976
FDR59,Breads,Regular,14.5,0.064224789,262.7594,OUT017,2007,,Tier 2,Ahmedabad,7064.8038
FDC51,Dairy,Regular,10.895,0.009676286,122.873,OUT017,2007,,Tier 2,Ahmedabad,3448.844
FDI34,Snack Foods,Regular,10.65,0.085617517,229.3668,OUT017,2007,,Tier 2,Ahmedabad,2303.668
FDX47,Breads,Regular,6.55,0.034800079,157.5288,OUT017,2007,,Tier 2,Ahmedabad,1571.288
FDH04,Frozen Foods,Regular,6.115,0.011437302,92.4488,OUT017,2007,,Tier 2,Ahmedabad,1358.232
FDS33,Snack Foods,Regular,6.67,0.124126756,88.9514,OUT017,2007,,Tier 2,Ahmedabad,2125.2336
DRZ11,Soft Drinks,Regular,8.85,0.113302223,125.1388,OUT017,2007,,Tier 2,Ahmedabad,1114.5492
FDH44,Fruits and Vegetables,Regular,19.1,0.026018497,148.2418,OUT017,2007,,Tier 2,Ahmedabad,3089.9778
FDZ02,Dairy,Regular,6.905,0.038363204,98.1726,OUT017,2007,,Tier 2,Ahmedabad,587.2356
FDU15,Meat,Regular,13.65,0.0,36.6532,OUT017,2007,,Tier 2,Ahmedabad,755.0172
FDE05,Frozen Foods,Regular,10.895,0.03263762,147.7102,OUT017,2007,,Tier 2,Ahmedabad,1895.5326
FDS19,Fruits and Vegetables,Regular,13.8,0.06457046,76.2012,OUT017,2007,,Tier 2,Ahmedabad,1669.8264
FDG09,Fruits and Vegetables,Regular,20.6,0.048207431,188.0556,OUT017,2007,,Tier 2,Ahmedabad,2065.3116
FDX35,Breads,Regular,5.035,0.080362549,229.0036,OUT017,2007,,Tier 2,Ahmedabad,4326.3684
FDA09,Snack Foods,Regular,13.35,0.15021128,179.066,OUT017,2007,,Tier 2,Ahmedabad,2696.49
FDW26,Dairy,Regular,11.8,0.107662745,224.1772,OUT017,2007,,Tier 2,Ahmedabad,2890.9036
FDW43,Fruits and Vegetables,Regular,20.1,0.022552083,226.6036,OUT017,2007,,Tier 2,Ahmedabad,6831.108
FDU19,Fruits and Vegetables,Regular,8.77,0.047036036,170.5422,OUT017,2007,,Tier 2,Ahmedabad,2759.0752
FDQ48,Baking Goods,Regular,14.3,0.034605882,95.9726,OUT017,2007,,Tier 2,Ahmedabad,2153.1972
FDQ51,Meat,Regular,16.0,0.0,48.1718,OUT017,2007,,Tier 2,Ahmedabad,756.3488
FDV60,Baking Goods,Regular,20.2,0.118025091,195.811,OUT017,2007,,Tier 2,Ahmedabad,2553.343
FDT09,Snack Foods,Regular,15.15,0.012332667,130.0284,OUT017,2007,,Tier 2,Ahmedabad,3559.3668
FDH02,Canned,Regular,7.27,0.020898691,92.2488,OUT017,2007,,Tier 2,Ahmedabad,814.9392
FDE10,Snack Foods,Regular,6.67,0.090456903,131.2626,OUT017,2007,,Tier 2,Ahmedabad,2098.6016
FDS56,Fruits and Vegetables,Regular,5.785,0.038976089,264.2252,OUT017,2007,,Tier 2,Ahmedabad,3934.878
FDC03,Dairy,Regular,8.575,0.072252888,196.5794,OUT017,2007,,Tier 2,Ahmedabad,5267.1438
FDP08,Fruits and Vegetables,Regular,20.5,0.113045883,194.1478,OUT017,2007,,Tier 2,Ahmedabad,2906.217
FDK03,Dairy,Regular,12.6,0.074338562,255.5356,OUT017,2007,,Tier 2,Ahmedabad,9664.7528
FDS02,Dairy,Regular,10.195,0.146692433,194.5794,OUT017,2007,,Tier 2,Ahmedabad,4096.6674
FDJ21,Snack Foods,Regular,16.7,0.03874616,143.8102,OUT017,2007,,Tier 2,Ahmedabad,4811.7366
FDW44,Fruits and Vegetables,Regular,9.5,0.035350045,169.7448,OUT017,2007,,Tier 2,Ahmedabad,3579.3408
FDV27,Meat,Regular,7.97,0.04021623,90.4514,OUT017,2007,,Tier 2,Ahmedabad,1328.271
FDI05,Frozen Foods,Regular,8.35,0.127587344,76.5354,OUT017,2007,,Tier 2,Ahmedabad,1805.6496
FDJ12,Baking Goods,Regular,8.895,0.039261947,207.4296,OUT017,2007,,Tier 2,Ahmedabad,2492.7552
FDX32,Fruits and Vegetables,Regular,15.1,0.100423086,144.7786,OUT017,2007,,Tier 2,Ahmedabad,2600.6148
FDI58,Snack Foods,Regular,7.64,0.071104408,95.012,OUT017,2007,,Tier 2,Ahmedabad,1864.24
FDN39,Meat,Regular,19.35,0.065890998,167.0816,OUT017,2007,,Tier 2,Ahmedabad,1510.0344
FDS34,Snack Foods,Regular,19.35,0.077193256,112.7518,OUT017,2007,,Tier 2,Ahmedabad,683.1108
FDU51,Meat,Regular,20.2,0.097059596,178.6028,OUT017,2007,,Tier 2,Ahmedabad,2302.3364
FDJ02,Canned,Regular,17.2,0.025309134,147.0418,OUT017,2007,,Tier 2,Ahmedabad,2354.2688
FDE17,Frozen Foods,Regular,20.1,0.054763518,150.9366,OUT017,2007,,Tier 2,Ahmedabad,3476.1418
FDH52,Frozen Foods,Regular,9.42,0.044151435,61.5194,OUT017,2007,,Tier 2,Ahmedabad,866.8716
FDV28,Frozen Foods,Regular,16.1,0.0,35.1558,OUT017,2007,,Tier 2,Ahmedabad,339.558
FDF34,Snack Foods,Regular,9.3,0.014098693,197.7084,OUT017,2007,,Tier 2,Ahmedabad,3372.9428
FDU27,Meat,Regular,18.6,0.172446822,47.1376,OUT017,2007,,Tier 2,Ahmedabad,767.0016
FDA01,Canned,Regular,15.0,0.054685839,60.2904,OUT017,2007,,Tier 2,Ahmedabad,1581.9408
FDM45,Snack Foods,Regular,8.655,0.088693595,122.5756,OUT017,2007,,Tier 2,Ahmedabad,2181.1608
DRC36,Soft Drinks,Regular,13.0,0.045239326,174.1054,OUT017,2007,,Tier 2,Ahmedabad,4377.635
FDS45,Snack Foods,Regular,5.175,0.029662795,105.2622,OUT017,2007,,Tier 2,Ahmedabad,2328.9684
FDE51,Dairy,Regular,5.925,0.097012989,42.9086,OUT017,2007,,Tier 2,Ahmedabad,758.3462
FDK20,Fruits and Vegetables,Regular,12.6,0.04179272,122.0072,OUT017,2007,,Tier 2,Ahmedabad,1347.5792
FDE40,Dairy,Regular,15.6,0.099704558,63.1194,OUT017,2007,,Tier 2,Ahmedabad,1300.3074
FDS32,Fruits and Vegetables,Regular,17.75,0.029821648,139.9838,OUT017,2007,,Tier 2,Ahmedabad,1123.8704
DRA59,Soft Drinks,Regular,8.27,0.0,183.2924,OUT017,2007,,Tier 2,Ahmedabad,2406.2012
FDM36,Baking Goods,Regular,11.65,0.059063036,172.0422,OUT017,2007,,Tier 2,Ahmedabad,1379.5376
FDY40,Frozen Foods,Regular,15.5,0.086320509,48.1692,OUT017,2007,,Tier 2,Ahmedabad,985.384
FDG58,Snack Foods,Regular,10.695,0.087272074,153.7972,OUT017,2007,,Tier 2,Ahmedabad,2025.3636
FDZ36,Baking Goods,Regular,6.035,0.066155883,184.424,OUT017,2007,,Tier 2,Ahmedabad,4660.6
FDR01,Canned,Regular,5.405,0.053924587,198.2742,OUT017,2007,,Tier 2,Ahmedabad,4379.6324
FDR51,Meat,Regular,9.035,0.174450933,151.0708,OUT017,2007,,Tier 2,Ahmedabad,2708.4744
FDZ14,Dairy,Regular,7.71,0.047857877,119.7756,OUT017,2007,,Tier 2,Ahmedabad,3029.39
FDQ28,Frozen Foods,Regular,14.0,0.060768862,154.8656,OUT017,2007,,Tier 2,Ahmedabad,1390.1904
FDP01,Breakfast,Regular,20.75,0.063684145,151.7682,OUT017,2007,,Tier 2,Ahmedabad,1372.2138
FDR15,Meat,Regular,9.3,0.03362713,156.1314,OUT017,2007,,Tier 2,Ahmedabad,620.5256
FDZ21,Snack Foods,Regular,17.6,0.039443715,95.841,OUT017,2007,,Tier 2,Ahmedabad,1641.197
FDG08,Fruits and Vegetables,Regular,13.15,0.0,171.9764,OUT017,2007,,Tier 2,Ahmedabad,2404.8696
FDR52,Frozen Foods,Regular,12.65,0.076474728,191.8846,OUT017,2007,,Tier 2,Ahmedabad,1146.5076
FDU26,Dairy,Regular,16.7,0.042860026,120.3782,OUT017,2007,,Tier 2,Ahmedabad,1668.4948
FDG33,Seafood,Regular,5.365,0.141033536,173.6764,OUT017,2007,,Tier 2,Ahmedabad,858.882
FDW07,Fruits and Vegetables,Regular,18.0,0.143495952,88.7514,OUT017,2007,,Tier 2,Ahmedabad,1062.6168
FDE20,Fruits and Vegetables,Regular,11.35,0.005561798,168.379,OUT017,2007,,Tier 2,Ahmedabad,3225.801
FDH60,Baking Goods,Regular,19.7,0.081193712,198.411,OUT017,2007,,Tier 2,Ahmedabad,2553.343
FDB29,Frozen Foods,Regular,16.7,0.052708138,114.7176,OUT017,2007,,Tier 2,Ahmedabad,2404.8696
FDF26,Canned,Regular,6.825,0.046898544,153.7998,OUT017,2007,,Tier 2,Ahmedabad,922.7988
FDZ50,Dairy,Regular,12.8,0.079523619,181.7608,OUT017,2007,,Tier 2,Ahmedabad,4961.5416
FDS04,Frozen Foods,Regular,10.195,0.147492524,141.5838,OUT017,2007,,Tier 2,Ahmedabad,1685.8056
FDL50,Canned,Regular,12.15,0.042552418,123.5046,OUT017,2007,,Tier 2,Ahmedabad,1743.0644
FDO21,Snack Foods,Regular,11.6,0.009818244,223.1404,OUT017,2007,,Tier 2,Ahmedabad,5175.9292
FDZ28,Frozen Foods,Regular,20.0,0.051783761,125.8678,OUT017,2007,,Tier 2,Ahmedabad,3433.5306
FDN08,Fruits and Vegetables,Regular,7.72,0.088864488,119.3466,OUT017,2007,,Tier 2,Ahmedabad,3064.0116
FDW57,Snack Foods,Regular,8.31,0.116331694,176.9028,OUT017,2007,,Tier 2,Ahmedabad,3010.7476
FDO08,Fruits and Vegetables,Regular,11.1,0.054079556,165.9526,OUT017,2007,,Tier 2,Ahmedabad,2631.2416
FDM58,Snack Foods,Regular,16.85,0.080141165,111.4544,OUT017,2007,,Tier 2,Ahmedabad,2013.3792
FDN28,Frozen Foods,Regular,5.88,0.030418998,103.099,OUT017,2007,,Tier 2,Ahmedabad,1341.587
FDK10,Snack Foods,Regular,5.785,0.040587146,180.366,OUT017,2007,,Tier 2,Ahmedabad,1258.362
FDY15,Dairy,Regular,18.25,0.17179432,154.663,OUT017,2007,,Tier 2,Ahmedabad,2659.871
DRM49,Soft Drinks,Regular,6.11,0.152813518,45.6086,OUT017,2007,,Tier 2,Ahmedabad,1025.9978
FDV12,Baking Goods,Regular,16.7,0.06121901,100.0384,OUT017,2007,,Tier 2,Ahmedabad,1970.768
FDH14,Canned,Regular,17.1,0.047073322,138.6838,OUT017,2007,,Tier 2,Ahmedabad,2950.1598
FDR12,Baking Goods,Regular,12.6,0.031713126,172.5764,OUT017,2007,,Tier 2,Ahmedabad,1030.6584
FDV19,Fruits and Vegetables,Regular,14.85,0.035456465,162.2578,OUT017,2007,,Tier 2,Ahmedabad,3690.5294
FDJ34,Snack Foods,Regular,11.8,0.094185483,126.2704,OUT017,2007,,Tier 2,Ahmedabad,2002.7264
FDI07,Meat,Regular,12.35,0.033951827,197.2426,OUT017,2007,,Tier 2,Ahmedabad,2966.139
FDM60,Baking Goods,Regular,10.8,0.0,40.7138,OUT017,2007,,Tier 2,Ahmedabad,406.138
FDU03,Meat,Regular,18.7,0.092095924,183.3292,OUT017,2007,,Tier 2,Ahmedabad,2006.7212
FDB36,Baking Goods,Regular,5.465,0.048801674,132.1626,OUT017,2007,,Tier 2,Ahmedabad,1573.9512
FDJ60,Baking Goods,Regular,19.35,0.062882112,164.1184,OUT017,2007,,Tier 2,Ahmedabad,2807.0128
FDI27,Dairy,Regular,8.71,0.0,43.5744,OUT017,2007,,Tier 2,Ahmedabad,498.0184
FDN22,Snack Foods,Regular,18.85,0.139087683,251.7724,OUT017,2007,,Tier 2,Ahmedabad,3020.0688
FDM51,Meat,Regular,11.8,0.026072872,99.8674,OUT017,2007,,Tier 2,Ahmedabad,1018.674
FDO10,Snack Foods,Regular,13.65,0.012823829,55.5588,OUT017,2007,,Tier 2,Ahmedabad,916.1408
FDQ01,Canned,Regular,19.7,0.161610636,255.2014,OUT017,2007,,Tier 2,Ahmedabad,3570.0196
FDZ51,Meat,Regular,11.3,0.054861393,96.9094,OUT017,2007,,Tier 2,Ahmedabad,952.094
FDH50,Canned,Regular,15.0,0.162348584,185.9266,OUT017,2007,,Tier 2,Ahmedabad,4610.665
FDG34,Snack Foods,Regular,11.5,0.037782943,106.6254,OUT017,2007,,Tier 2,Ahmedabad,325.5762
FDD10,Snack Foods,Regular,20.6,0.046280998,177.4344,OUT017,2007,,Tier 2,Ahmedabad,1962.7784
FDS11,Breads,Regular,7.05,0.05587277,222.1088,OUT017,2007,,Tier 2,Ahmedabad,4026.7584
FDO19,Fruits and Vegetables,Regular,17.7,0.0,46.8034,OUT017,2007,,Tier 2,Ahmedabad,923.4646
FDQ26,Dairy,Regular,13.5,0.068256316,60.9562,OUT017,2007,,Tier 2,Ahmedabad,533.3058
FDC16,Dairy,Regular,11.5,0.020686161,85.054,OUT017,2007,,Tier 2,Ahmedabad,1731.08
FDX31,Fruits and Vegetables,Regular,20.35,0.014909465,232.3958,OUT017,2007,,Tier 2,Ahmedabad,6076.0908
FDM12,Baking Goods,Regular,16.7,0.070312473,189.6214,OUT017,2007,,Tier 2,Ahmedabad,2826.321
FDD21,Fruits and Vegetables,Regular,10.3,0.0,115.7176,OUT017,2007,,Tier 2,Ahmedabad,1717.764
FDM04,Frozen Foods,Regular,9.195,0.047387144,50.8666,OUT017,2007,,Tier 2,Ahmedabad,871.5322
FDR34,Snack Foods,Regular,17.0,0.016055615,228.4352,OUT017,2007,,Tier 2,Ahmedabad,8245.2672
DRY23,Soft Drinks,Regular,9.395,0.109713464,41.3112,OUT017,2007,,Tier 2,Ahmedabad,255.6672
FDW09,Snack Foods,Regular,13.65,0.026067434,78.8302,OUT017,2007,,Tier 2,Ahmedabad,713.0718
FDR44,Fruits and Vegetables,Regular,6.11,0.103503049,129.6968,OUT017,2007,,Tier 2,Ahmedabad,1174.4712
FDW12,Baking Goods,Regular,8.315,0.035773394,144.3444,OUT017,2007,,Tier 2,Ahmedabad,3483.4656
FDA25,Canned,Regular,16.5,0.068511103,103.699,OUT017,2007,,Tier 2,Ahmedabad,1651.184
FDP22,Snack Foods,Regular,14.65,0.099692906,50.9666,OUT017,2007,,Tier 2,Ahmedabad,717.7324
FDD56,Fruits and Vegetables,Regular,15.2,0.104365283,177.1054,OUT017,2007,,Tier 2,Ahmedabad,3151.8972
FDE23,Starchy Foods,Regular,17.6,0.053481818,47.806,OUT017,2007,,Tier 2,Ahmedabad,1071.938
FDS09,Snack Foods,Regular,8.895,0.08154715,49.8008,OUT017,2007,,Tier 2,Ahmedabad,759.012
FDM57,Snack Foods,Regular,11.65,0.076278201,85.1908,OUT017,2007,,Tier 2,Ahmedabad,671.1264
FDS27,Meat,Regular,10.195,0.012528611,195.111,OUT017,2007,,Tier 2,Ahmedabad,3731.809
FDX57,Snack Foods,Regular,17.25,0.047533568,96.9068,OUT017,2007,,Tier 2,Ahmedabad,1458.102
FDO20,Fruits and Vegetables,Regular,12.85,0.152988295,253.7382,OUT017,2007,,Tier 2,Ahmedabad,2271.0438
FDP12,Baking Goods,Regular,9.8,0.045522854,35.0874,OUT017,2007,,Tier 2,Ahmedabad,352.874
FDR22,Snack Foods,Regular,19.35,0.018667601,112.9544,OUT017,2007,,Tier 2,Ahmedabad,2908.2144
FDA47,Baking Goods,Regular,10.5,0.11733375,164.121,OUT017,2007,,Tier 2,Ahmedabad,2773.057
FDQ47,Breads,Regular,7.155,0.169137707,35.2874,OUT017,2007,,Tier 2,Ahmedabad,388.1614
FDY49,Canned,Regular,17.2,0.012080016,164.4184,OUT017,2007,,Tier 2,Ahmedabad,2641.8944
FDO15,Meat,Regular,16.75,0.008615,72.4038,OUT017,2007,,Tier 2,Ahmedabad,739.038
FDM25,Breakfast,Regular,10.695,0.061008889,177.5712,OUT017,2007,,Tier 2,Ahmedabad,2636.568
FDU21,Snack Foods,Regular,11.8,0.077154417,35.7558,OUT017,2007,,Tier 2,Ahmedabad,577.2486
FDU01,Canned,Regular,20.25,0.012063121,183.5924,OUT017,2007,,Tier 2,Ahmedabad,2406.2012
FDV57,Snack Foods,Regular,15.25,0.066269294,179.666,OUT017,2007,,Tier 2,Ahmedabad,6471.576
FDO31,Fruits and Vegetables,Regular,6.76,0.02914662,79.296,OUT017,2007,,Tier 2,Ahmedabad,1118.544
FDH20,Fruits and Vegetables,Regular,16.1,0.0,98.441,OUT017,2007,,Tier 2,Ahmedabad,868.869
FDJ58,Snack Foods,Regular,15.6,0.10589167,172.6764,OUT017,2007,,Tier 2,Ahmedabad,2920.1988
FDH53,Frozen Foods,Regular,20.5,0.0,83.2592,OUT017,2007,,Tier 2,Ahmedabad,1155.8288
DRB48,Soft Drinks,Regular,16.75,0.024994069,37.4822,OUT017,2007,,Tier 2,Ahmedabad,549.9508
FDW38,Dairy,Regular,5.325,0.139464425,53.2298,OUT017,2007,,Tier 2,Ahmedabad,1240.3854
FDJ15,Dairy,Regular,11.35,0.023454399,181.9608,OUT017,2007,,Tier 2,Ahmedabad,1653.8472
FDG22,Snack Foods,Regular,17.6,0.041615224,37.219,OUT017,2007,,Tier 2,Ahmedabad,366.19
FDG41,Frozen Foods,Regular,8.84,0.076995176,112.0228,OUT017,2007,,Tier 2,Ahmedabad,1215.7508
FDS36,Baking Goods,Regular,8.38,0.047152554,110.157,OUT017,2007,,Tier 2,Ahmedabad,3185.853
